0,0,0,2,1,0,0,1,1,2
0,1,1,0,0,0,2,1,0,0
0,1,1,1,1,1,0,0,0,2
0,1,0,2,1,1,1,1,1,0
0,1,1,2,1,0,2,1,1,1
0,1,1,1,1,1,2,1,0,2
0,0,1,1,1,1,1,1,1,2
0,2,1,0,0,1,1,1,1,1
0,0,0,0,2,1,0,0,1,1
0,1,1,1,0,0,0,2,1,0
0,0,1,2,1,1,1,0,0,0
0,0,0,2,0,1,2,1,1,1
0,0,0,3,0,0,2,0,1,2
0,1,0,1,0,0,3,0,0,2
0,0,1,1,1,0,1,0,0,3
0,0,2,3,0,1,1,1,0,1
0,1,1,2,0,2,3,0,1,1
0,0,1,0,1,1,2,0,2,3
0,1,1,0,0,1,0,1,1,2
0,1,0,1,1,1,0,0,1,0
0,2,1,0,1,0,1,1,1,0
0,1,0,1,2,1,0,1,0,1
0,0,0,0,1,0,1,2,1,0
0,0,0,0,0,0,0,1,0,1
0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0
0,1,1,0,1,0,0,0,0,1
0,1,2,2,1,1,0,1,0,0
0,1,1,2,1,2,2,1,1,0
0,0,0,0,1,1,2,1,2,2
0,0,1,2,0,0,0,1,1,2
0,0,0,1,0,1,2,0,0,0
0,0,1,0,0,0,1,0,1,2
0,0,1,1,0,1,0,0,0,1
0,1,0,1,0,1,1,0,1,0
0,0,1,0,1,0,1,0,1,1
0,1,1,20,0,1,0,1,0,1
0,2,1,0,1,1,20,0,1,0
0,1,0,3,2,1,0,1,1,20
0,0,0,0,1,0,3,2,1,0
0,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,1,2,2,0,0,0,0,0,1
0,0,0,0,1,2,2,0,0,0
0,0,0,0,0,0,0,1,2,2
0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0
0,0,0,11,0,1,0,1,0,1
0,1,0,5,0,0,11,0,1,0
0,0,0,1,1,0,5,0,0,11
0,0,0,0,0,0,1,1,0,5
0,0,0,0,0,0,0,0,0,1
0,8,0,0,0,0,0,0,0,0
0,4,0,0,8,0,0,0,0,0
0,0,0,0,4,0,0,8,0,0
0,1,4,3,0,0,0,4,0,0
0,0,3,4,1,4,3,0,0,0
0,0,0,3,0,3,4,1,4,3
0,0,0,0,0,0,3,0,3,4
0,0,0,2,0,0,0,0,0,3
0,0,1,0,0,0,2,0,0,0
0,2,2,7,0,1,0,0,0,2
0,0,7,2,2,2,7,0,1,0
0,0,6,0,0,7,2,2,2,7
0,0,0,0,0,6,0,0,7,2
0,0,0,0,0,0,0,0,6,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1
0,1,0,2,0,0,0,0,0,0
0,2,0,1,1,0,2,0,0,0
0,2,1,2,2,0,1,1,0,2
0,0,2,5,2,1,2,2,0,1
0,1,2,3,0,2,5,2,1,2
0,0,1,3,1,2,3,0,2,5
0,0,1,1,0,1,3,1,2,3
0,0,0,2,0,1,1,0,1,3
0,0,0,1,0,0,2,0,1,1
0,0,0,1,0,0,1,0,0,2
0,0,0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,0,0,1
0,1,0,12,0,0,1,0,0,0
0,0,0,1,1,0,12,0,0,1
0,0,0,0,0,0,1,1,0,12
0,1,1,0,0,0,0,0,0,1
0,0,0,2,1,1,0,0,0,0
0,0,0,2,0,0,2,1,1,0
0,0,0,0,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,2
0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,3
0,0,8,10,0,0,0,0,0,0
0,1,76,26,0,8,10,0,0,0
0,7,36,10,1,76,26,0,8,10
0,0,30,7,7,36,10,1,76,26
0,25,35,1,0,30,7,7,36,10
0,41,4,2,25,35,1,0,30,7
0,13,2,8,41,4,2,25,35,1
0,8,2,4,13,2,8,41,4,2
0,4,4,2,8,2,4,13,2,8
0,1,3,1,4,4,2,8,2,4
0,2,3,5,1,3,1,4,4,2
0,1,5,5,2,3,5,1,3,1
0,1,7,3,1,5,5,2,3,5
0,1,3,0,1,7,3,1,5,5
0,0,17,0,1,3,0,1,7,3
0,6,11,0,0,17,0,1,3,0
0,9,5,12,6,11,0,0,17,0
0,4,4,0,9,5,12,6,11,0
0,2,14,6,4,4,0,9,5,12
0,4,1,7,2,14,6,4,4,0
0,3,1,8,4,1,7,2,14,6
0,3,2,7,3,1,8,4,1,7
0,3,6,6,3,2,7,3,1,8
0,4,0,8,3,6,6,3,2,7
0,1,1,11,4,0,8,3,6,6
0,5,1,0,1,1,11,4,0,8
0,2,2,1,5,1,0,1,1,11
0,1,1,6,2,2,1,5,1,0
0,0,0,1,1,1,6,2,2,1
0,0,0,0,0,0,1,1,1,6
0,1,0,0,0,0,0,0,0,1
0,1,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
