1,2,7,6,2,10,9,4,1,1
0,1,5,9,2,7,6,2,10,9
0,0,0,0,1,5,9,2,7,6
0,0,0,0,0,0,0,1,5,9
0,1,0,0,0,0,0,0,0,0
0,1,0,2,1,0,0,0,0,0
0,0,0,0,1,0,2,1,0,0
0,0,0,0,0,0,0,1,0,2
0,0,1,3,0,0,0,0,0,0
0,0,0,3,0,1,3,0,0,0
0,0,0,2,0,0,3,0,1,3
0,0,0,1,0,0,2,0,0,3
0,0,0,1,0,0,1,0,0,2
0,0,1,4,0,0,1,0,0,1
0,0,1,0,0,1,4,0,0,1
0,0,0,0,0,1,0,0,1,4
0,0,1,1,0,0,0,0,1,0
0,0,2,2,0,1,1,0,0,0
0,0,10,5,0,2,2,0,1,1
0,1,0,0,0,10,5,0,2,2
0,1,10,11,1,0,0,0,10,5
0,1,4,7,1,10,11,1,0,0
0,0,2,0,1,4,7,1,10,11
0,1,1,4,0,2,0,1,4,7
0,0,0,0,1,1,4,0,2,0
0,0,0,5,0,0,0,1,1,4
0,2,1,5,0,0,5,0,0,0
0,3,3,19,2,1,5,0,0,5
0,0,0,12,3,3,19,2,1,5
0,0,2,0,0,0,12,3,3,19
0,0,0,1,0,2,0,0,0,12
0,0,0,0,0,0,1,0,2,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,2
0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0
0,0,2,3,0,0,0,0,1,1
0,0,3,19,0,2,3,0,0,0
0,1,2,2,0,3,19,0,2,3
0,0,11,0,1,2,2,0,3,19
0,2,1,4,0,11,0,1,2,2
0,1,1,1,2,1,4,0,11,0
0,0,1,1,1,1,1,2,1,4
0,0,1,1,0,1,1,1,1,1
0,0,0,0,0,1,1,0,1,1
0,0,0,1,0,0,0,0,1,1
0,0,0,7,0,0,1,0,0,0
0,0,0,0,0,0,7,0,0,1
0,0,0,1,0,0,0,0,0,7
0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0
0,1,1,2,0,0,0,0,1,0
0,0,0,0,1,1,2,0,0,0
0,0,0,0,0,0,0,1,1,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
1,0,4,7,0,0,0,0,0,0
0,1,0,0,0,4,7,0,0,0
3,0,0,2,1,0,0,0,4,7
0,0,0,0,0,0,2,1,0,0
0,1,1,6,0,0,0,0,0,2
1,1,4,17,1,1,6,0,0,0
0,0,0,3,1,4,17,1,1,6
0,1,4,9,0,0,3,1,4,17
0,1,4,0,1,4,9,0,0,3
0,6,1,3,1,4,0,1,4,9
0,0,1,1,6,1,3,1,4,0
0,2,0,0,0,1,1,6,1,3
0,2,2,1,2,0,0,0,1,1
0,1,1,2,2,2,1,2,0,0
0,1,2,1,1,1,2,2,2,1
0,1,1,0,1,2,1,1,1,2
0,1,1,1,1,1,0,1,2,1
0,2,1,2,1,1,1,1,1,0
0,2,1,2,2,1,2,1,1,1
0,0,1,1,2,1,2,2,1,2
0,1,1,1,0,1,1,2,1,2
0,1,1,1,1,1,1,0,1,1
0,1,0,1,1,1,1,1,1,1
0,3,0,0,1,0,1,1,1,1
0,1,1,0,3,0,0,1,0,1
0,1,2,0,1,1,0,3,0,0
0,1,1,1,1,2,0,1,1,0
0,1,1,2,1,1,1,1,2,0
0,0,1,2,1,1,2,1,1,1
0,1,0,0,0,1,2,1,1,2
0,0,1,1,1,0,0,0,1,2
0,2,2,0,0,1,1,1,0,0
0,2,2,2,2,2,0,0,1,1
0,1,1,1,2,2,2,2,2,0
0,1,2,2,1,1,1,2,2,2
0,0,3,2,1,2,2,1,1,1
0,2,0,0,0,3,2,1,2,2
0,0,1,3,2,0,0,0,3,2
0,2,1,0,0,1,3,2,0,0
0,1,1,0,2,1,0,0,1,3
0,1,0,0,1,1,0,2,1,0
1,1,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,1,0,0
0,2,0,2,0,1,0,1,0,0
0,1,0,2,2,0,2,0,1,0
0,1,1,1,1,0,2,2,0,2
0,1,1,1,1,1,1,1,0,2
0,1,1,2,1,1,1,1,1,1
0,1,1,1,1,1,2,1,1,1
0,1,1,0,1,1,1,1,1,2
0,1,1,0,1,1,0,1,1,1
0,0,0,0,1,1,0,1,1,0
0,1,1,8,0,0,0,1,1,0
0,1,2,1,1,1,8,0,0,0
0,2,1,1,1,2,1,1,1,8
0,0,1,1,2,1,1,1,2,1
0,1,0,0,0,1,1,2,1,1
0,0,3,0,1,0,0,0,1,1
0,0,0,1,0,3,0,1,0,0
0,1,0,0,0,0,1,0,3,0
0,1,0,1,1,0,0,0,0,1
0,1,0,1,1,0,1,1,0,0
1,1,0,0,1,0,1,1,0,1
0,1,1,0,1,0,0,1,0,1
0,3,1,1,1,1,0,1,0,0
0,1,1,2,3,1,1,1,1,0
0,1,1,1,1,1,2,3,1,1
0,1,1,1,1,1,1,1,1,2
0,1,1,0,1,1,1,1,1,1
0,1,2,1,1,1,0,1,1,1
0,1,1,2,1,2,1,1,1,0
0,1,0,0,1,1,2,1,2,1
